title,link,salary,company,description
Бариста в кулинарную лавку братьев Караваевых,https://hh.ru/vacancy/118619861?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"до 110 000 ₽ за месяц,  на руки",Не указана,"Кулинарные лавки Братья Караваевы - это сеть современных городских кафе в формате fast casual, являющееся частью экосистемы Нефтьмагистраль. Что мы предлагаем:  График: смены – 8, 9, 10, 12 часов в день Гарантированные выплаты 2 раза в месяц Фиксированная часовая ставка + % от выручки кулинарной лавки Возможность получать дополнительную премию за наставничество Официальное оформление по ТК РФ Работа рядом с домом или учебным заведением Оплата стажировки с 1-ого дня Помощь в оформлении медицинской книжки Работа в красивом Московском кафе с оригинальным дизайном Обеспечиваем питанием по меню кафе за счет компании, экономия более 10.000 рублей в месяц  Приведи в компанию друга и получи 10.000 рублей С нами можно:  Пройти обучение в школе бариста за счет компании Получить сертификат государственного образца о получении или повышении квалификации Развиваться и расти внутри компании до руководителя или перейти на офисную должность Участвовать в спортивных и корпоративных мероприятиях компании  Что делают наши бариста:  Консультируют покупателей по ассортименту напитков и десертов Информируют гостей о действующей системе лояльности Производят расчëт гостей на кассе Работают на рожковой кофемашине Готовят авторские напитки Выкладывают продукцию на витрину  Мы ценим в кандидатах и сотрудниках:  Способность создавать атмосферу уюта Вежливость, внимательность и заботу о госте Необходим опыт работы бариста с приготовлением кофе на рожковой кофемашине от полугода"
"Бариста ((Москва, Лазоревый, 5)",https://hh.ru/vacancy/117694973?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 77 000 до 79 200 ₽ за месяц,  до вычета налогов",Не указана,
Бармен-бариста (м. ЦСКА),https://hh.ru/vacancy/117907431?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 70 000 ₽ за месяц,  на руки",Не указана,"JOKI JOYA — это парки развлечений для всей семьи. Сегодня бренд Joki Joya является лидером индустрии детских развлечений в России и состоит из 33 парков в 3 городах: 22 в Москве и МО, 10 в Санкт-Петербурге и 1 в Твери.В ресторан Joki Joya в ТЦ ""Авиапарк"" требуется бармен-бариста. Опыт работы желателен, но не обязателен! Мы предлагаем:  заработная плата: 3600 руб/смена + % от банкетов + личные чаевые+ премии по результатам работы; работа в сменном графике - 3/4, 4/3 или выходного дНЯ (суббота + воскресенье + праздничные дни); смена с 9:00 до 22:00; выплаты 2 раза в месяц без задержек; официальное трудоустройство; бесплатное 3х-разовое питание и стильная униформа; обучение и развитие (бесплатные тренинги и семинары).  Задачи:  подготовка ресторана к открытию/закрытию, поддержание чистоты на рабочем месте; принятие заказов, осуществление расчета гостей, соблюдение кассовой дисциплины; приготовление чая, кофе, молочных коктейлей, соков; розлив слабоалкогольных напитков (пиво, вино).  Пожелания к кандидату:  доброжелательность и ответственность; умение работать в команде и в высоком темпе.    Можешь написать или позвонить по номеру указанному в вакансии."
Бариста,https://hh.ru/vacancy/118385552?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 72 000 до 100 000 ₽ за месяц,  на руки",Не указана,"Обязанности:   Привет!Ищу классного бариста в заведение ""Tengu Chaka Bubble Tea Shop and Coffee""В 1-ой минуте ходьбы от метро Молодежная Ты нам подходишь если:- умеешь настраивать вкусный эспрессо и поддерживать его в течение дня- работаешь по весам⏰- умеешь улыбаться и вовремя приходить на смену- быстро реагируешь- любишь чистоту- у тебя грамотная русская речь  Что мы предлагаем:- график 2/2, 3/3 (по согласованию со сменщиком)- от 320р/ч + мотивация (70К-100К)- зп без задержек (2 раза в месяц)- смена 8-13ч- компенсируем питание- азиатские вкусняшки по себесу- самые вежливые дети в вашей жизни- супер милые собачки- классная бразилия и эфиопия на эспрессо- свободная форма одежды Ищем на долгосрочную основу"
Бариста / Старший смены,https://hh.ru/vacancy/118184467?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 55 000 до 120 000 ₽ за месяц,  на руки",Не указана,"В кoфeйню Cofix тpебуются баристa/стaршие смeны!Нaши пpeимущеcтвa:- компенсация мeдицинcкой книжки за счет компании- принимаeм бeз опытa pабoты- oплaчивается стaжировкa- график 2/2, 5/2- свoевpeменные выплaты 2 рaза в месяц Обязаннocти:— Пpигoтовление гоpячих и холодных напитков— Работа с кассой— Выкладка продукции на витрину— Поддержание чистоты в кофейне Требования: — готовность обучаться— владение разговорным русским языком— только на постоянную основу (от 3 месяцев и более) Условия:— график сменный 2/2, 5/2, 3/1 (неполный и полный рабочий день)— выплаты 2 раза в месяц, ставка часовая от 270₽ до 340₽/час — дружный коллектив Если заинтересовала наша вакансия, скорее звоните/пишите! Работа в шаговой доступности на станциях метро: ВДНХ, Ленинский проспект Пиши и мы пригласим тебя на собеседование"
Бариста,https://hh.ru/vacancy/118669232?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 80 000 до 110 000 ₽ за месяц,  на руки",Не указана,"Aloha KONA - кофе-поинт с атмосферой и характером.Мы работаем с постоянными клиентами; принимаем заказы на доставку, есть несколько посадочных мест.Варим Сварщицу Екатерину, уделяя максимальное внимание качеству напитков.В поисках внимательного, исполнительного коллеги, с желанием зарабатыватьОбязанности:Приготовление кофейных напитков, чая, свежевыжатых соков;Работа с кассой; поддержание чистоты рабочего пространства и зала.Требования:Работа с весами;Умение работать на потоке без потери качества;Общительность и оптимистичное настроение;Стрессоустойчивость.Условия:График: 2/2, 3/2 с 9:00 до 21:00;Оплачиваемая недельная стажировка;Ставка 400₽, еженедельные выплаты."
Бариста,https://hh.ru/vacancy/117443317?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"до 90 000 ₽ за месяц,  до вычета налогов",Не указана,"Системно-значимый банк России находится в поисках Бариста.Обязанности:   приготовление кофе и других напитков согласно рецептуре;   сервировка и подача напитков и снеков;   своевременный забор посуды из переговорных комнат;   поддержание порядка на рабочем месте.   Требования:   знание этикета обслуживания, правил сервировки и подачи;   опыт работы в кейтеринге будет являться преимуществом;   оперативность, организованность, ответственность, приветливость, клиентоориентированность.   Условия:  официальное оформление по договору ГПД; почасовая оплата 600 руб. gross/час; занятость на проекте от нескольких дней; гибкий график работы: 9:00 - 18:00 / 10:00 - 19:00 / 12:00 - 21:00 (1 час на обед)."
Бариста,https://hh.ru/vacancy/117940957?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 75 000 до 90 000 ₽ за месяц,  на руки",Не указана,"В команду Cafe/by POINT требуются крутые бариста Вы любите кофе и общение с людьми? Мы ищем энергичного и ответственного бариста для работы в нашей кофейне формата ""с собой"". Если вы готовы радовать гостей вкусными напитками и отличным настроением, то мы ждем именно вас! Обязанности: - Приготовление холодных/ горячих напитков согласно ТТК - Консультирование и обслуживание гостей за стойкой - Быстрая и своевременная отдача заказов гостям - Работа с кассой - Поддержание атмосферы и чистоты в баре, зале. - Контроль дефроста и хранения продукции бара и десертов - Инвентаризация бара Требования: -Доброжелательность и навыки продаж-Грамотная речь-Пунктуальность     Условия: -китель (предоставляем) и тотал блэк.-График 2/2 3/3 5/2-Выход 3500 +3% от продаж-Оплата раз в Неделю-Возможность карьерного роста внутри компании -Корпоративная скидка внутри компании 15% в том числе барбершопах и салонах красоты"
Бариста-Кассир,https://hh.ru/vacancy/118300618?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 70 000 до 90 000 ₽ за месяц,  на руки",Не указана,"Обязанности: -Работа с гостями гостей ; - Прием и выкладка товара ; - Предоставление качественного сервиса; - Приготовление горячих кофейных напитков (Рожковая кофе машина) ; - Знание ассортимента кондитерской ; - Проведение инвентаризаций, учет товара и остатков ; - Грамотное планирование и ежедневное размещение заказа на производство; - Работа с кассой iiko. Требования: - Опыт работы бариста ; - Доброжелательность к гостям, поддержание приятной атмосферы, ответственность, навыки работы в команде; - Жизнелюбие и позитивный настрой ; - Опыт работы на рожковой кофемаше; - Поддержание чистоты на рабочем месте;     Условия: - График работы: 2/2 с 9 до 21.00; - Официальное оформление по ТК РФ; - Предлагаем работу в кондитерской по адресу : Даниловский рынок : Мытная ул., 74, Москва;"
Утренний бариста в One Price Coffee (м. Авиамоторная),https://hh.ru/vacancy/116459666?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 55 000 до 68 000 ₽ за месяц,  на руки",Не указана,"Федеральная сеть ONE PRICE COFFEE ищет в свою команду Бариста, который может работать с 7:00. Что мы предлагаем:  Оплачиваемая стажировка - 220\час; Ставка бариста после прохождения стажировки - от 260\час; Премия за приведенного друга-5000р; Обучение с нуля и тренинги для повышения квалификации; Вкусный кофе + дружный молодой коллектив + стильная и удобная форма; Стабильные и своевременные выплаты заработной платы 2 раза в месяц; Официальное трудоустройство, оплачиваемый отпуск (в том числе учебный), больничные, перерывы на отдых и корпоративное питание; Помощь в оформлении и компенсация медкнижки; Гибкий график, который подстраивается под тебя. Есть возможность совмещения с учёбой, неполные смены.  Что мы ждём от вас:  Любовь к кофе и к людям; Стремление к развитию и получению знаний; Доброжелательность, пунктуальность,отзывчивость.  Чем нужно будет заниматься:  Общаться с гостями и ориентировать в нашем меню; Готовить напитки соблюдая стандарты качества компании; Поддерживать чистоту на рабочем месте; Работа на кассе; Работать в дружном, позитивном коллективе."
Бариста/Бармен,https://hh.ru/vacancy/118665190?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 80 000 ₽ за месяц,  на руки",Не указана,"В команду ресторана «Русский АвангъАрдъ» ищут Бармена/Бариста:  • Сменный график по 12 часов• Ставка 4000 + чаевые• Обучение винному сервису, тренинги за счёт компании.  Важно:• Опыт работы в ресторанной сфере от 1 года желательно. Можно без опыта, всему научим и покажем)• Желание работать в команде и развиваться вместе с ней• Ответственность и умение быстро включаться в процесс  Адрес: Марксистская 34 к7 Даниил Александрович."
Бариста,https://hh.ru/vacancy/118138548?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,Какая оплата труда?,Не указана,"Обязанности:  Приготовление кофе, чая и авторских напитков Поддержание чистоты, порядка Общение с людьми Поддержание позитивной и friendly обстановки Развитие specialty кофейни  Важно, чтобы бариста:  Знал альтернативные способы приготовления кофейных напитков  Обладал опытом работы от 2 лет в specialty кофейни  Обладал уверенным латте-артом; Был внимателен, пунктуален, ответственен Наличие мед. книжки Любовь к кофе и его истории  Условия:  З/П 400р.час График работы с 9:30 до 21:00 Возможны подработки (можно обсудить) Ежемесячные мероприятия для сотрудников (компания оплачивает билеты в театр, концерт или другие мероприятия); Бесплатная форменная одежда после испытательного срока; Предусмотрены дополнительные выплаты сотрудникам в связи с заключением брака или рождением ребенка; Напитки, угощения и фрукты FREE для сотрудников; Ваучеры на одежду бренда KRAKATAU сотрудникам (можно выбрать все что понравится); Скидки сотрудникам и близким на продукцию бренда;"
Бариста в команду открытий,https://hh.ru/vacancy/118599892?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 80 000 ₽ за месяц,  на руки",Не указана,"Привет! Мы - сеть уютных и стильных кофеен ""Здрасте"" с разнообразным меню. Наш акцент — это кофе, но важнее кофе для нас люди. Мы уделяем большое внимание команде и ее развитию. Любим то, что делаем и находимся в поисках таких же идейных и активных будущих коллег. Сейчас мы в поиске Бариста в команду открытий! Что тебе предстоит делать:- Эргонимка и распаковка инвентаря для бара- Контроль и лидирование процесса открытия в баре- Предотвращение возникновения возможных конфликтов и регулирование уже возникших  - Участие в улучшении и оптимизации процессов открытия в баре- Обучение и контроль соблюдения стандартов и требований открытия нового предприятия- Направление стажеров на обучение- Работа на одном проекте 1-2 неделиЧто мы ждем от тебя: Опыт работы на должности Бариста от 1 года Готовность учиться, развиваться и получать много новой информации; Любовь к кофе; Грамотность речи; А еще мы dogfriendly-кофейни, поэтому важно отсутствие аллергии на братьев наших меньших)Что ты получишь, работая с нами: Достойную зарплату: Ставка 320р/час График работы: 5/2 по 10 часов Фирменный мерч и бесплатное питание; Обучение и постоянную прокачку знаний; Участие в ежемесячных конкурсах с приятными призами; Скидку 20% на питание по меню и посещение других кофеен; Возможность быстрого карьерного роста (менеджер зала/официанты команды открытия/вакансии в Управляющей компании); Классную корпоративную культуру. Премия 5000р за каждое открытия (в среднем 3-4 открытия в мес) Разъездной ритм жизни Возмещение дороги (8000р)  Мы ждем тебя в свою Команду! Данная вакансия подойдет тебе, если ты ищешь: работа в кофейне, бариста, кофе, работа рядом с домом"
Бариста,https://hh.ru/vacancy/115245731?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"62 000 ₽ за месяц,  до вычета налогов",Не указана,"Московский Международный Университет приглашает в нашу команду компетентных, энергичных и мотивированных сотрудников. Сейчас мы находимся в поиске Бариста МЫ ПРЕДЛАГАЕМ:  Стабильный и прозрачный доход - 62 000 руб. (до вычета налога); Комфортное рабочее место в шаговой доступности от м. Преображенская площадь; Корпоративные скидки на образовательные программы; График работы 5/2 с 8:00 до 17:00, сб. и вс. - выходные дни. Команда, готовая поддержать: коллеги всегда придут на помощь и поделятся экспертным опытом.  ЧЕМ ПРЕДСТОИТ ЗАНИМАТЬСЯ:  Консультация посетителей по ассортименту напитков, особенностям разновидностей кофе, степени обжарки зерен, правилам подачи кофейных напитков; Приготовление кофе и напитков с соблюдением технологии приготовления; Оформление и подача кофе и напитков в соответствии с внутренними стандартами; Поддержание чистоты на рабочем месте, контроль за сохранностью и исправностью оборудования; Соблюдение правил охраны труда и техники безопасности.  НАШИ ОЖИДАНИЯ:   Среднее специальное или высшее образование;   Опыт работы на аналогичной должности от полугода;   Наличие действующей медицинской книжки или возможность ее сделать;   Навыки латте-арта, знание нескольких техник применения;   Навыки качественного измельчения кофе для приготовления эспрессо, заварки и других кофейных напитков;   Навыки взбивания молока и приготовления различных типов кофейных напитков (капучино, латте, мокко);   Знание различных видов кофе (арабика, робуста и др.);   Вежливость и доброжелательность при общении с посетителями."
Бариста,https://hh.ru/vacancy/118201987?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 70 000 до 80 000 ₽ за месяц,  на руки",Не указана,"Ресторан Noôcafe занимает 5й этаж пространства Клуба Noôdome. Это – красивое пространство с динамичной и творческой атмосферой, большой террасой, выходящей на крыши и фасады Романова переулка, и домашним меню. В Noôcafe можно спокойно позавтракать, устроить семейный бранч, провести деловой обед или званый ужин. Пространство вмещает до 120 гостей. Концепция Noôcafe сочетает принципы сезонности, полезности, этичного потребления и современной трактовки гастрономических традиций русской городской усадьбы. За основу взяли русскую кухню с сезонными и фермерскими продуктами. А ещё Noôcafe — это мекка для любителей вина. Здесь регулярно проходят встречи Noôwine School и Винного клубы Елены Соколовой. А винная карта приятно удивит и порадует даже самых взыскательных ценителей. Мы в поиске бариста! Это вакансия для людей с профильным опытом, нам необходимы: - Глубокие знания в кофейной теории - Умение приготовить вкусный эспрессо - Базовый латте-арт - Навык работы с альтернативой - Открытость, внимание к деталям и способность рассказать о продукте У нас можно: - Работать на лучшем оборудовании и зерне - Проходить тренинги, развиваться в барной сфере - Общаться с лучшими специалистами отрасли - Получить удобный график и достойные деньги - 70 000 - 80 000 рублей в месяц Ждём короткий содержательный рассказ о себе, своих навыках и амбициях. До скорой встречи в Noôdome!"
Бариста,https://hh.ru/vacancy/117943663?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 73 000 до 84 000 ₽ за месяц,  на руки",Не указана,"Приглашаем к нам ответственных и энергичных людей! Мы рады приветствовать в нашей команде тех, кто стремится к новым достижениям и открытиям. Наш проект «Kombinat» представляет собой современный интерьер, разделенный на два пространства: столовую и буфет. Мы находимся в бизнес-центре «Central Park Tower», напротив центрального входа в Нескучный сад парка Горького. Не упустите возможность стать частью нашей команды! Мы ждем ваших откликов. Обязанности:  Приготовление напитков в соответствии со стандартами. Работа с кассой. Продажа буфетной продукции. Взаимодействие с гостями. Поддержание идеальной чистоты на рабочем месте. Ежемесячная инвентаризация.  Требования:  Опыт работы в специализированных кофейнях на должности бариста является обязательным. Умение работать в команде — важнейшее качество, которое мы ценим в своих сотрудниках. Ответственность — неотъемлемая черта каждого сотрудника. Грамотная речь — залог успешного общения с клиентами. Пунктуальность — залог нашего общего успеха. Действующая медицинская книжка  Условия: График работы 5/2 с ПН по ПТ с официальным трудоустройством по ТК РФ Смена - 4000 рублей Государственные праздники - официальные выходные. Бесплатное питание Униформа"
Бариста ТРЦ Афимолл,https://hh.ru/vacancy/118306444?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 62 500 до 79 400 ₽ за месяц,  на руки",Не указана,"В сети кафе-пекарен ""Хлеб с маслом"" открыта вакансия Бариста !Будем рады видеть сотрудников как с опытом, так и без опыта работы, желающих развиваться вместе с нами! Обязанности:  Приготовление кофейных напитков Прием заказов в формате togo; помощь и активные доп. продажи гостям при выборе напитков/ выпечки Расчет гостей, работа с кассой Оформление витрин Соблюдение стандартов компании Создание позитивной и уютной атмосферы кофейни  Требования:  Грамотная речь Желание развиваться в сегменте HoReCa Доброжелательность, внимательность, ответственность  Условия:  Сменный график 2/2, 4/2, 3/3, гибкий график (прекрасная возможность совмещать с учебой) Официальное оформление в соответствии с ТК РФ Заработная плата два раза в месяц Обучение в процессе работы от лучших специалистов города Бесплатное питание Компенсация медицинской книжки  Дружный коллектив профессионалов, атмосфера взаимовыручки  Благодаря нашим Бариста наша сеть стремительно развивается!Вкусная выпечка, ароматный кофе! Достойные условия труда!МЫ ПО ВСЕЙ МОСКВЕ!Пиши, звони и мы выберем кофейню , максимально удобную по расположению.Мы ждем именно тебя!"
Бариста,https://hh.ru/vacancy/118497523?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 55 000 до 75 000 ₽ за месяц,  на руки",Не указана,"5 рабочих дней | От 45.000 рублей Требования  Любовь к кофе, во всех его проявлениях Желание учиться и развиваться в кофейной культуре Открытость, коммуникабельность, стрессоустойчивость  Обязанности  Приготовление кофейных напитков на основе эспрессо и различных авторских напитков Подготовка рабочего места и поддержание чистоты Заказ продукции и обеспечение работоспособности кофейни Общение с гостями (демонстрация знаний о кофе, активное предложение продукции гостям) Проведение инвентаризации и ген. уборок"
Бариста-кассир в кофейню,https://hh.ru/vacancy/116179251?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 70 000 до 130 000 ₽ за месяц,  на руки",Не указана,"Мы, сеть кофеен ""Маленькая пекарня Журавлёвых"", основанная в 2016 году. Наш формат это уютные кофейни с правильным кофе, завтраками и обедами. А также, с натуральной вкусной выпечкой и свежим хлебом, которые каждое утро привозят нам с нашего собственного производства «Мануфактура Журавлевых»  Приглашаем в команду открытых, увлечённых людей с активной жизненной позицией!Ведем набор на две точки: - м. Автозаводская, улица Автозаводская 8 - м. Площадь Ильича, улица Рогожский Вал 5с1   Возможность карьерного роста: Старший бариста, Наставник   Ваши обязанности:  готовить самый вкусный кофе оформление витрин, прием продукции позитивный настрой, дружелюбное обслуживание гостей соблюдение стандартов компании приготовление кофейных и авторских напитков    Наши требования:  грамотная речь опыт работы на рожковой кофемашине, латте-арт умение работать в команде внимательность, ответственность, стрессоустойчивость    Что мы предлагаем:  обучение в процессе работы достижимый KPI, дополнительные мотивационные программы полноценно оплачиваемые отпуска бесплатное оформление мед. книжки бесплатное питание персонала официальное трудоустройство в соответствии с ТК РФ    Оплата труда:   почасовая ставка после сдачи аттестации от 330р/ч на руки своевременная выплата два раза в месяц без задержек возможность пройти испытательный срок в экспресс режиме (зависит от ваших навыков)    График работы:  2/2, 3/2, 4/2, 5/2 Автозаводская (Полная смена 6:30 - 22:30, Утро 6:30 - 15:30, Вечер 15:00 - 22:30) Площадь Ильича (Полная смена 7:30 - 21:30, Утро 7:30-15:30, Вечер 15:00 - 21:30)"
Бариста в кофейню (м. Жулебино),https://hh.ru/vacancy/118656632?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 70 000 ₽ за месяц,  на руки",Не указана,"В проект Cappuccino Kids открыт набор бариста! Не упускайте возможность присоединиться к нашей команде профессионалов в мире кофе! Ваш опыт работы не имеет значения – мы всему обучим в нашей школе бариста.   Что вам нужно будет делать:  Готовить классические кофейные и не кофейные авторские напитки; Работать за кассой и соблюдать дисциплину; Выстраивать работу по чек-листам; Консультировать гостей в выборе кофейного зерна или другой продукции; Поддерживать чистоту и порядок на рабочем месте.  Мы предлагаем:  Оплата 2 раза в месяц, без задержек; До сдачи аттестации 2600 р., после 4000 р. в день; Процент от продаж, в среднем 6000-8000р; График работы (2/2 c 8:30 до 21.00 либо 9:30 до 22:00, пятница - суббота с 8:30 до 21:00 либо с 10:30 до 23:00); Бесплатное питание; Удобную и современную форму; Обучение у профессиональных бариста с международной сертификацией SCA; Участие в корпоративных мероприятиях компании; Дружный коллектив и атмосферу взаимовыручки.    Откликайтесь на вакансию или звоните, с радостью расскажем вам о нас!   Вакансия подходит для бариста, бариста в сеть кофеен, сотрудник бара, сотрудник кофейни, кофейный менеджер, эксперт кофе, официант, работа без опыта, начинающий специалист, приготовление эспрессо, латте, капуччино, кофе, коктейлей, напитков, чая, обслуживание гостей, профессиональная подготовка бариста, кофейный бар, сотрудник ресторана, бармен."
Бариста,https://hh.ru/vacancy/118306057?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 60 000 до 110 000 ₽ за месяц,  на руки",Не указана,"Сеть кaфe-пекapен «Скалка» приглaшаeт в свою кoманду Баpиста!Haшa пpoдукция – этo пироги и десepты ручной работы, в кoтopые мы влoжили многoлeтний oпыт, знания и зaботу о гостях. Что мы предлагаем:  - официальное оформление с первых дней; - гибкий график работы( 2/2,3/3,4/3,5/2); - бесплатное питание и стильную униформу; - возможность развиваться, прокачивать свои навыки и зарабатывать. Наша ставка от 4.000р.- 4600р. + бонус за выполнение плана; - дополнительные бонусы лучшим сотрудникам; - молодой и дружный коллектив, помощь руководства на всех этапах работы; - наставничество и тренинги; - Акция ""Приведи друга"". За каждого кандидата можно дополнительно заработать 15.000р. Чем предстоит заниматься:  - готовить наивкуснейший кофе и другие сезонные напитки; - консультировать гостей по ассортименту; - работать с кассой; - делать заказы на поставку; - следить за чистотой; - участвовать в инвентаризации; - быть внимательным к гостям. Для работы в качестве бариста вам не требуется специальное образование, мы всему научим! В данный момент требуются: - м. Кунцевская- м. Народное ополчение- м. Шелепиха- м. Речной вокзал- м. Молодежная- м. Нижегородская- м. Электрозаводская- м. Тропарево- м. Медведково- м. Курская- м. Проспект мира- м. ВДНХ- м. Академическая- м. Ломоносовский проспект- м. Чкаловская"
Бариста,https://hh.ru/vacancy/118487362?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 70 000 до 120 000 ₽ за месяц,  на руки",Не указана,"Обязанности:  варить вкусное кофе и напитки по тк чистота ответственность общение с покупателями расчет заказа      Условия:  2/2,3/3,5/2,6/1 8 часов работы можно 12 через 3 месяца работы + % от продаж"
Бариста - продавец в кофейню в ЖК Символ,https://hh.ru/vacancy/118084178?query=%D0%B1%D0%B0%D1%80%D0%B8%D1%81%D1%82%D0%B0&hhtmFrom=vacancy_search_list,"от 75 000 ₽ за месяц,  на руки",Не указана,"Ищем бариста - продавца, в новую уютную кофейню, в современном ЖК. Обязанности:   Приготовление кофе, чая, какао, безалкогольных напитков;   Обслуживание и консультация гостей, по представленным продуктам (выпечка, сыры, фермерская продукция);   Соблюдение стандартов работы, поддержание чистоты на рабочем месте и за столиками;   Работа с кассой.   Требования:   Ответственность к работе, доброжелательность, клиентоориентированность;   Опыт работы приветствуется, но необязателен, обучаем;  Мед. книжка (поможем оформить); Грамотная речь.  Условия:  Работа в небольшой, уютной кофейне; График 2/2, с 9-21; Обучение и оплачиваемая стажировка; Своевременная выплата зарплаты, без задержек, 2 раза в мес. Ставка 400 р. /час. + KPI + чай. Официальное оформление; Скидки на продукцию; Шаговая доступность от метро Площадь Ильича, Римская."
